calinski_harabasz,cluster_balance,cluster_sizes,converged,davies_bouldin,inertia,k,silhouette,snapshot_date
11.291619652950965,0.5,"{""0"": 8, ""1"": 4}",True,0.7598749115006805,16.908060817726703,2,0.4326714667975162,2025-01-31
21.112681924824518,0.6,"{""0"": 5, ""1"": 4, ""2"": 3}",True,0.5660243793387202,6.324991676993619,3,0.5236555734001205,2025-01-31
17.99013582978608,0.5,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 3}",True,0.7100554810267101,4.647379477849268,4,0.41055328058556007,2025-01-31
16.86501018920531,0.3333333333333333,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 2, ""4"": 1}",True,0.5833762154338396,3.384365593124046,5,0.34958822488406827,2025-01-31
17.20629432240597,0.3333333333333333,"{""0"": 1, ""1"": 1, ""2"": 3, ""3"": 3, ""4"": 1, ""5"": 3}",True,0.3642782482611564,2.3470232108269977,6,0.2923984264535856,2025-01-31
21.10382490101395,0.3333333333333333,"{""0"": 1, ""1"": 3, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1}",True,0.393751989570315,1.36754267255221,7,0.334468285944856,2025-01-31
30.489436644273457,0.5,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 2, ""6"": 2, ""7"": 1}",True,0.3355662485293503,0.6622941256970915,8,0.3338156911101153,2025-01-31
37.01911355232892,0.5,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 2, ""6"": 1, ""7"": 1, ""8"": 1}",True,0.2627257063288637,0.36101938828174773,9,0.277514786652645,2025-01-31
99.49357508026482,0.5,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1}",True,0.1175089269452921,0.08022801016906145,10,0.21845101138696682,2025-01-31
10.06276958017132,0.7142857142857143,"{""0"": 5, ""1"": 7}",True,0.8818551376980015,17.94368412404036,2,0.38111071135550234,2025-02-28
24.233189008523127,1.0,"{""0"": 4, ""1"": 4, ""2"": 4}",True,0.5010956652148024,5.638079363621836,3,0.5625529637946034,2025-02-28
20.184468131950243,0.25,"{""0"": 4, ""1"": 3, ""2"": 1, ""3"": 4}",True,0.4263937881011691,4.201104271014606,4,0.4335711441304432,2025-02-28
19.134500338196858,0.25,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 2}",True,0.5138297111351089,3.0165912030356643,5,0.3596314829773909,2025-02-28
22.91170056563914,0.3333333333333333,"{""0"": 3, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1}",True,0.5331623980835821,1.791661267623861,6,0.37351977310476614,2025-02-28
30.268407598054022,0.5,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 1}",True,0.4226771119528744,0.9645762295487615,7,0.40402120622389576,2025-02-28
33.394237150247356,0.5,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2}",True,0.3192668892602061,0.6056536250458493,8,0.3379446015824975,2025-02-28
36.69879504381909,0.5,"{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 2}",True,0.23379128775494037,0.3641386047488199,9,0.29024852810471363,2025-02-28
52.542704459072255,0.5,"{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 2, ""9"": 1}",True,0.15898100225070722,0.15161586499154664,10,0.1958635640706307,2025-02-28
11.612748011190183,0.7142857142857143,"{""0"": 5, ""1"": 7}",True,0.8564153731739584,16.65683604017439,2,0.41409749738463625,2025-03-31
20.341156486682987,0.6,"{""0"": 4, ""1"": 3, ""2"": 5}",True,0.5466986084577641,6.521435509125594,3,0.5257670937434533,2025-03-31
26.329566862833087,0.5,"{""0"": 3, ""1"": 2, ""2"": 4, ""3"": 3}",True,0.5597190587309615,3.3107748253694043,4,0.5116576976187768,2025-03-31
23.96209096785159,0.25,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 4}",True,0.4592449119912866,2.450209128412401,5,0.4133193724489389,2025-03-31
22.971165835747307,0.3333333333333333,"{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 2, ""5"": 3}",True,0.3972411490488616,1.7872534694255626,6,0.36938409275034995,2025-03-31
25.0470859650286,0.3333333333333333,"{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 3, ""6"": 1}",True,0.3592914446624097,1.1591775099987969,7,0.34000295967012156,2025-03-31
26.249767380468214,0.3333333333333333,"{""0"": 1, ""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2, ""7"": 3}",True,0.29856197739189283,0.7669840154899494,8,0.2522868892793965,2025-03-31
31.117965283740723,0.5,"{""0"": 1, ""1"": 2, ""2"": 2, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1}",True,0.2944326741305922,0.4286671603759656,9,0.24046462118761736,2025-03-31
77.55101494975467,0.5,"{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2, ""7"": 1, ""8"": 1, ""9"": 1}",True,0.1113900094376819,0.10286314792722227,10,0.22387258378032668,2025-03-31
10.576583564429493,0.7142857142857143,"{""0"": 7, ""1"": 5}",True,0.870970224923043,17.4956157747357,2,0.40389350047020467,2025-04-30
16.21738376616284,0.4,"{""0"": 5, ""1"": 2, ""2"": 5}",True,0.5860570603842341,7.819520158939681,3,0.48934942759649136,2025-04-30
22.145879573436506,0.4,"{""0"": 3, ""1"": 2, ""2"": 5, ""3"": 2}",True,0.5266203949468137,3.8690104220275634,4,0.5053450145715263,2025-04-30
25.20402463025237,0.6666666666666666,"{""0"": 2, ""1"": 3, ""2"": 2, ""3"": 3, ""4"": 2}",True,0.5090097636216782,2.3373132904720557,5,0.4828916892152215,2025-04-30
24.541301235484706,0.3333333333333333,"{""0"": 2, ""1"": 2, ""2"": 3, ""3"": 2, ""4"": 1, ""5"": 2}",True,0.41135255239991597,1.6782368383323316,6,0.4665382836761126,2025-04-30
