priority_rank,security_id,current_ticker,current_exchange,candidate_sources,liquidity_signal,active_frequency_signal,index_market_importance_signal,index_market_importance_value,size_market_cap_signal,exchange_preference_value,identity_confidence_signal,identity_confidence_value,strategic_relevance_signal,strategic_relevance_value,available_weight,priority_score,priority_tier,popularity_signal,research_eligibility_effect
189,KBS:HOSE:VHM,VHM,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
190,KBS:HOSE:VID,VID,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
191,KBS:HOSE:VIX,VIX,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
192,KBS:HOSE:VJC,VJC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
193,KBS:HOSE:VMD,VMD,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
194,KBS:HOSE:VND,VND,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
195,KBS:HOSE:VPG,VPG,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
196,KBS:HOSE:VSI,VSI,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
197,KBS:HOSE:VVS,VVS,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
198,KBS:UPCOM:DDH,DDH,UPCOM,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,20,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,32.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
199,KBS:UPCOM:HLS,HLS,UPCOM,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,20,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,32.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
200,KBS:UPCOM:POM,POM,UPCOM,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,20,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,32.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
201,KBS:UPCOM:SGB,SGB,UPCOM,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,20,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,32.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
202,KBS:UPCOM:UDC,UDC,UPCOM,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,20,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,32.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
203,KBS:UPCOM:VNZ,VNZ,UPCOM,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,20,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,32.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
204,KBS:HNX:ADC,ADC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
205,KBS:HNX:AMC,AMC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
206,KBS:HNX:AME,AME,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
207,KBS:HNX:AMV,AMV,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
208,KBS:HNX:APS,APS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
209,KBS:HNX:ATS,ATS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
210,KBS:HNX:BAB,BAB,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
211,KBS:HNX:BAX,BAX,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
212,KBS:HNX:BBS,BBS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
213,KBS:HNX:BCF,BCF,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
214,KBS:HNX:BPC,BPC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
215,KBS:HNX:BTS,BTS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
216,KBS:HNX:BTW,BTW,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
217,KBS:HNX:CAG,CAG,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
218,KBS:HNX:CAP,CAP,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
219,KBS:HNX:CAR,CAR,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
220,KBS:HNX:CDN,CDN,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
221,KBS:HNX:CEO,CEO,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
222,KBS:HNX:CET,CET,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
223,KBS:HNX:CLH,CLH,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
224,KBS:HNX:CMC,CMC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
225,KBS:HNX:CTT,CTT,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
226,KBS:HNX:DC2,DC2,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
227,KBS:HNX:DNC,DNC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
228,KBS:HNX:DS3,DS3,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
229,KBS:HNX:EBS,EBS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
230,KBS:HNX:EVS,EVS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
231,KBS:HNX:FID,FID,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
232,KBS:HNX:GDW,GDW,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
233,KBS:HNX:HAD,HAD,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
234,KBS:HNX:HDA,HDA,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
235,KBS:HNX:HJS,HJS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
236,KBS:HNX:HLC,HLC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
237,KBS:HNX:HLD,HLD,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
238,KBS:HNX:HMH,HMH,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
239,KBS:HNX:HMR,HMR,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
240,KBS:HNX:INN,INN,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
241,KBS:HNX:IPA,IPA,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
242,KBS:HNX:KHS,KHS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
243,KBS:HNX:KKC,KKC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
244,KBS:HNX:KSD,KSD,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
245,KBS:HNX:KST,KST,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
246,KBS:HNX:KTS,KTS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
247,KBS:HNX:L18,L18,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
248,KBS:HNX:LDP,LDP,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
249,KBS:HNX:MAC,MAC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
250,KBS:HNX:MAS,MAS,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
251,KBS:HNX:MCO,MCO,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
252,KBS:HNX:MDC,MDC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
253,KBS:HNX:MIC,MIC,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
254,KBS:HNX:MKV,MKV,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
255,KBS:HNX:MVB,MVB,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,30.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
