priority_rank,security_id,current_ticker,current_exchange,candidate_sources,liquidity_signal,active_frequency_signal,index_market_importance_signal,index_market_importance_value,size_market_cap_signal,exchange_preference_value,identity_confidence_signal,identity_confidence_value,strategic_relevance_signal,strategic_relevance_value,available_weight,priority_score,priority_tier,popularity_signal,research_eligibility_effect
56,VCI:2950,SAS,UPCOM,REPRESENTATIVE_PILOT_55,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,OFFLINE_PROJECT_IMPORTANCE_PROXY,100,SIGNAL_UNAVAILABLE,20,VERIFIED_LISTING_SNAPSHOT,100,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,60,40,75.0,HIGH,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
57,PLAN_INPUT_UNRESOLVED:VCB,VCB,HOSE,A5_R1_1_CAFEF_EVIDENCE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,OFFLINE_PROJECT_IMPORTANCE_PROXY,80,SIGNAL_UNAVAILABLE,100,PLAN_INPUT_UNRESOLVED,0,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,67.5,MEDIUM,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
58,KBS:HOSE:LPB,LPB,HOSE,A6_VERIFIED_TRANSFER;CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,VERIFIED_TRANSFER,100,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,62.5,MEDIUM,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
59,KBS:HOSE:SHB,SHB,HOSE,A6_VERIFIED_TRANSFER;CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,VERIFIED_TRANSFER,100,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,62.5,MEDIUM,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
60,KBS:HOSE:VCG,VCG,HOSE,A6_VERIFIED_TRANSFER;CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,VERIFIED_TRANSFER,100,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,62.5,MEDIUM,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
61,KBS:UPCOM:HND,HND,UPCOM,A5_R1_1_CAFEF_EVIDENCE;CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,OFFLINE_PROJECT_IMPORTANCE_PROXY,80,SIGNAL_UNAVAILABLE,20,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,62.5,MEDIUM,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
62,KBS:HOSE:NO1,NO1,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,52.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
63,KBS:HOSE:STK,STK,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,52.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
64,KBS:HOSE:TVB,TVB,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,52.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
65,KBS:HNX:IDV,IDV,HNX,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,60,PROVISIONAL_CURRENT_UNIVERSE,60,OFFLINE_PROJECT_OR_EDGE_EVIDENCE,100,40,42.5,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
66,KBS:HOSE:AAM,AAM,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
67,KBS:HOSE:ACC,ACC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
68,KBS:HOSE:ACL,ACL,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
69,KBS:HOSE:ADS,ADS,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
70,KBS:HOSE:AGR,AGR,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
71,KBS:HOSE:AST,AST,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
72,KBS:HOSE:BCE,BCE,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
73,KBS:HOSE:BFC,BFC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
74,KBS:HOSE:BKG,BKG,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
75,KBS:HOSE:CCL,CCL,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
76,KBS:HOSE:CHP,CHP,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
77,KBS:HOSE:CKG,CKG,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
78,KBS:HOSE:CLC,CLC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
79,KBS:HOSE:CLW,CLW,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
80,KBS:HOSE:CMX,CMX,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
81,KBS:HOSE:CRE,CRE,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
82,KBS:HOSE:CTD,CTD,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
83,KBS:HOSE:CTS,CTS,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
84,KBS:HOSE:DAH,DAH,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
85,KBS:HOSE:DBC,DBC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
86,KBS:HOSE:DC4,DC4,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
87,KBS:HOSE:DCL,DCL,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
88,KBS:HOSE:DMC,DMC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
89,KBS:HOSE:DTA,DTA,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
90,KBS:HOSE:DTT,DTT,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
91,KBS:HOSE:DVP,DVP,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
92,KBS:HOSE:ELC,ELC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
93,KBS:HOSE:EVE,EVE,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
94,KBS:HOSE:EVF,EVF,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
95,KBS:HOSE:FDC,FDC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
96,KBS:HOSE:FIR,FIR,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
97,KBS:HOSE:FIT,FIT,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
98,KBS:HOSE:FMC,FMC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
99,KBS:HOSE:GDT,GDT,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
100,KBS:HOSE:GEG,GEG,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
101,KBS:HOSE:GHC,GHC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
102,KBS:HOSE:GMH,GMH,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
103,KBS:HOSE:GTA,GTA,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
104,KBS:HOSE:HAR,HAR,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
105,KBS:HOSE:HAS,HAS,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
106,KBS:HOSE:HAX,HAX,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
107,KBS:HOSE:HDC,HDC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
108,KBS:HOSE:HHP,HHP,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
109,KBS:HOSE:HHV,HHV,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
110,KBS:HOSE:HID,HID,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
111,KBS:HOSE:HQC,HQC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
112,KBS:HOSE:HRC,HRC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
113,KBS:HOSE:HTG,HTG,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
114,KBS:HOSE:HTN,HTN,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
115,KBS:HOSE:HTV,HTV,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
116,KBS:HOSE:HU1,HU1,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
117,KBS:HOSE:HUB,HUB,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
118,KBS:HOSE:ITC,ITC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
119,KBS:HOSE:ITD,ITD,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
120,KBS:HOSE:JVC,JVC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
121,KBS:HOSE:KBC,KBC,HOSE,CURRENT_500,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,SIGNAL_UNAVAILABLE,,SIGNAL_UNAVAILABLE,100,PROVISIONAL_CURRENT_UNIVERSE,60,SIGNAL_UNAVAILABLE,,40,40.0,NORMAL,POPULARITY_SIGNAL_NOT_AVAILABLE,NONE_ACQUISITION_ORDER_ONLY
