security_id,current_ticker,current_exchange,company_name,sector,listing_date,identity_status,historical_identity_intervals,candidate_sources,known_evidence_tags,required_edge_case,plan_input_status,priority_rank,priority_score,priority_tier
KBS:UPCOM:CKA,CKA,UPCOM,CTCP Cơ Khí An Giang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,349,20.0,NORMAL
KBS:UPCOM:CKD,CKD,UPCOM,CTCP Cơ khí Đông Anh LICOGI,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,350,20.0,NORMAL
KBS:UPCOM:CLX,CLX,UPCOM,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,351,20.0,NORMAL
KBS:UPCOM:CMD,CMD,UPCOM,CTCP Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,352,20.0,NORMAL
KBS:UPCOM:CMF,CMF,UPCOM,CTCP Thực phẩm Cholimex,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,353,20.0,NORMAL
KBS:UPCOM:CMI,CMI,UPCOM,CTCP CMISTONE Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,354,20.0,NORMAL
KBS:UPCOM:CNC,CNC,UPCOM,CTCP Công nghệ Cao Traphaco,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,355,20.0,NORMAL
KBS:UPCOM:CNN,CNN,UPCOM,"CTCP Tư vấn Công nghệ, Thiết bị và Kiểm Định Xây dựng - Coninco",SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,356,20.0,NORMAL
KBS:UPCOM:CNT,CNT,UPCOM,CTCP Tập đoàn CNT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,357,20.0,NORMAL
KBS:UPCOM:CPI,CPI,UPCOM,CTCP Đầu tư Cảng Cái Lân,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,358,20.0,NORMAL
KBS:UPCOM:CQT,CQT,UPCOM,CTCP Xi măng Quán Triều VVMI,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,359,20.0,NORMAL
KBS:UPCOM:CTW,CTW,UPCOM,CTCP Cấp thoát nước Cần Thơ,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,360,20.0,NORMAL
KBS:UPCOM:CVN,CVN,UPCOM,CTCP Vinam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,361,20.0,NORMAL
KBS:UPCOM:DC1,DC1,UPCOM,CTCP Đầu tư Phát triển Xây dựng Số 1,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,362,20.0,NORMAL
KBS:UPCOM:DCT,DCT,UPCOM,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,363,20.0,NORMAL
KBS:UPCOM:DDV,DDV,UPCOM,CTCP DAP - VINACHEM,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,364,20.0,NORMAL
KBS:UPCOM:DHB,DHB,UPCOM,CTCP Phân đạm và Hóa chất Hà Bắc,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,365,20.0,NORMAL
KBS:UPCOM:DID,DID,UPCOM,CTCP DIC - Đồng Tiến,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,366,20.0,NORMAL
KBS:UPCOM:DNA,DNA,UPCOM,CTCP Điện Nước An Giang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,367,20.0,NORMAL
KBS:UPCOM:DNH,DNH,UPCOM,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,368,20.0,NORMAL
KBS:UPCOM:DNL,DNL,UPCOM,CTCP Logistics Cảng Đà Nẵng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,369,20.0,NORMAL
KBS:UPCOM:DNW,DNW,UPCOM,CTCP Cấp nước Đồng Nai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,370,20.0,NORMAL
KBS:UPCOM:DP1,DP1,UPCOM,CTCP Dược phẩm Trung ương CPC1,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,371,20.0,NORMAL
KBS:UPCOM:DPC,DPC,UPCOM,CTCP Nhựa Đà Nẵng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,372,20.0,NORMAL
KBS:UPCOM:DRI,DRI,UPCOM,CTCP Đầu tư Cao su Đắk Lắk,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,373,20.0,NORMAL
KBS:UPCOM:DTC,DTC,UPCOM,CTCP Viglacera Đông Triều,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,374,20.0,NORMAL
KBS:UPCOM:DTI,DTI,UPCOM,CTCP Đầu tư Đức Trung,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,375,20.0,NORMAL
KBS:UPCOM:DWS,DWS,UPCOM,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,376,20.0,NORMAL
KBS:UPCOM:E12,E12,UPCOM,CTCP Xây dựng Điện VNECO12,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,377,20.0,NORMAL
KBS:UPCOM:EIC,EIC,UPCOM,CTCP EVN Quốc tế,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,378,20.0,NORMAL
KBS:UPCOM:FIC,FIC,UPCOM,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,379,20.0,NORMAL
KBS:UPCOM:FOC,FOC,UPCOM,CTCP Dịch vụ Trực tuyến FPT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,380,20.0,NORMAL
KBS:UPCOM:FOX,FOX,UPCOM,CTCP Viễn thông FPT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,381,20.0,NORMAL
KBS:UPCOM:GGG,GGG,UPCOM,CTCP Ô tô Giải Phóng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,382,20.0,NORMAL
KBS:UPCOM:GPC,GPC,UPCOM,CTCP Tập đoàn Green+,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,383,20.0,NORMAL
KBS:UPCOM:GSM,GSM,UPCOM,CTCP Thủy điện Hương Sơn,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,384,20.0,NORMAL
KBS:UPCOM:H11,H11,UPCOM,CTCP Xây dựng HUD101,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,385,20.0,NORMAL
KBS:UPCOM:HAF,HAF,UPCOM,CTCP Thực phẩm Hà Nội,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,386,20.0,NORMAL
KBS:UPCOM:HAM,HAM,UPCOM,CTCP Vật tư Hậu Giang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,387,20.0,NORMAL
KBS:UPCOM:HAN,HAN,UPCOM,Tổng Công ty Xây dựng Hà Nội - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,388,20.0,NORMAL
KBS:UPCOM:HBD,HBD,UPCOM,CTCP Bao Bì PP Bình Dương,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,389,20.0,NORMAL
KBS:UPCOM:HBH,HBH,UPCOM,CTCP Habeco - Hải Phòng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,390,20.0,NORMAL
KBS:UPCOM:HD6,HD6,UPCOM,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,391,20.0,NORMAL
KBS:UPCOM:HDW,HDW,UPCOM,CTCP Kinh doanh Nước sạch Hải Dương,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,392,20.0,NORMAL
KBS:UPCOM:HEJ,HEJ,UPCOM,Tổng Công ty Tư vấn Xây dựng Thủy lợi Việt Nam - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,393,20.0,NORMAL
KBS:UPCOM:HEP,HEP,UPCOM,CTCP Môi trường và Công trình Đô thị Huế,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,394,20.0,NORMAL
KBS:UPCOM:HES,HES,UPCOM,CTCP Dịch vụ Giải trí Hà Nội,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,395,20.0,NORMAL
KBS:UPCOM:HHG,HHG,UPCOM,CTCP Hoàng Hà,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,396,20.0,NORMAL
KBS:UPCOM:HLB,HLB,UPCOM,CTCP Bia và Nước giải khát Hạ Long,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,397,20.0,NORMAL
KBS:UPCOM:HNF,HNF,UPCOM,CTCP Thực phẩm Hữu Nghị,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,398,20.0,NORMAL
KBS:UPCOM:HNG,HNG,UPCOM,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,399,20.0,NORMAL
KBS:UPCOM:HNM,HNM,UPCOM,CTCP Sữa Hà Nội,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,400,20.0,NORMAL
KBS:UPCOM:HPH,HPH,UPCOM,CTCP Hóa Chất Hưng Phát Hà Bắc,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,401,20.0,NORMAL
KBS:UPCOM:HPT,HPT,UPCOM,CTCP Dịch vụ Công nghệ Tin học HPT,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,402,20.0,NORMAL
KBS:UPCOM:HTM,HTM,UPCOM,Tổng Công ty Thương mại Hà Nội - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,403,20.0,NORMAL
KBS:UPCOM:HWS,HWS,UPCOM,CTCP Cấp nước Huế,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,404,20.0,NORMAL
KBS:UPCOM:ICI,ICI,UPCOM,CTCP Đầu tư và Xây dựng Công nghiệp,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,405,20.0,NORMAL
KBS:UPCOM:ICN,ICN,UPCOM,CTCP Đầu tư Xây dựng Dầu khí IDICO,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,406,20.0,NORMAL
KBS:UPCOM:IFS,IFS,UPCOM,CTCP Thực phẩm Quốc tế,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,407,20.0,NORMAL
KBS:UPCOM:ILA,ILA,UPCOM,CTCP ILA,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,408,20.0,NORMAL
KBS:UPCOM:ILC,ILC,UPCOM,CTCP Hợp tác Lao động với nước ngoài,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,409,20.0,NORMAL
KBS:UPCOM:ILS,ILS,UPCOM,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,410,20.0,NORMAL
KBS:UPCOM:IST,IST,UPCOM,CTCP ICD Tân Cảng Sóng Thần,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,411,20.0,NORMAL
KBS:UPCOM:JOS,JOS,UPCOM,CTCP Chế biến Thủy sản xuất khẩu Minh Hải,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,412,20.0,NORMAL
KBS:UPCOM:KHW,KHW,UPCOM,CTCP Cấp thoát nước Khánh Hòa,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,413,20.0,NORMAL
KBS:UPCOM:KIP,KIP,UPCOM,CTCP K.I.P Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,414,20.0,NORMAL
KBS:UPCOM:L43,L43,UPCOM,CTCP Lilama 45.3,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,415,20.0,NORMAL
KBS:UPCOM:L62,L62,UPCOM,CTCP Lilama 69-2,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,416,20.0,NORMAL
KBS:UPCOM:L63,L63,UPCOM,CTCP Lilama 69-3,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,417,20.0,NORMAL
KBS:UPCOM:LAI,LAI,UPCOM,CTCP Đầu Tư Xây dựng Long An-IDICO,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,418,20.0,NORMAL
KBS:UPCOM:LIC,LIC,UPCOM,Tổng Công ty LICOGI - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,419,20.0,NORMAL
KBS:UPCOM:LLM,LLM,UPCOM,Tổng Công ty Lắp máy Việt Nam - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,420,20.0,NORMAL
KBS:UPCOM:LMI,LMI,UPCOM,CTCP Đầu tư Xây dựng Lắp máy IDICO,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,421,20.0,NORMAL
KBS:UPCOM:LTC,LTC,UPCOM,CTCP Điện nhẹ Viễn Thông,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,422,20.0,NORMAL
KBS:UPCOM:MDF,MDF,UPCOM,CTCP Gỗ MDF VRG - Quảng Trị,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,423,20.0,NORMAL
KBS:UPCOM:MEC,MEC,UPCOM,CTCP Cơ khí - Lắp máy Sông Đà,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,424,20.0,NORMAL
KBS:UPCOM:MFS,MFS,UPCOM,CTCP Dịch vụ Kỹ thuật Mobifone,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,425,20.0,NORMAL
KBS:UPCOM:MGC,MGC,UPCOM,CTCP Địa chất mỏ - TKV,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,426,20.0,NORMAL
KBS:UPCOM:MGG,MGG,UPCOM,Tổng Công ty Đức Giang - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,427,20.0,NORMAL
KBS:UPCOM:MSR,MSR,UPCOM,CTCP Masan High-Tech Materials,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,428,20.0,NORMAL
KBS:UPCOM:MVN,MVN,UPCOM,Tổng Công ty Hàng hải Việt Nam - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,429,20.0,NORMAL
KBS:UPCOM:NAU,NAU,UPCOM,CTCP Môi trường và Công trình Đô thị Nghệ An,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,430,20.0,NORMAL
KBS:UPCOM:NBT,NBT,UPCOM,CTCP Cấp thoát nước Bến Tre,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,431,20.0,NORMAL
KBS:UPCOM:ND2,ND2,UPCOM,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,432,20.0,NORMAL
KBS:UPCOM:NOS,NOS,UPCOM,CTCP Vận tải biển và Thương mại Phương Đông,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,433,20.0,NORMAL
KBS:UPCOM:NQN,NQN,UPCOM,CTCP Nước sạch Quảng Ninh,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,434,20.0,NORMAL
KBS:UPCOM:NTT,NTT,UPCOM,CTCP Dệt - May Nha Trang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,435,20.0,NORMAL
KBS:UPCOM:NTW,NTW,UPCOM,CTCP Cấp nước Nhơn Trạch,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,436,20.0,NORMAL
KBS:UPCOM:NUE,NUE,UPCOM,CTCP Môi trường Đô thị Nha Trang,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,437,20.0,NORMAL
KBS:UPCOM:ODE,ODE,UPCOM,CTCP Tập đoàn Truyền thông và Giải trí ODE,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,438,20.0,NORMAL
KBS:UPCOM:PCC,PCC,UPCOM,CTCP Tập đoàn Xây lắp 1 - Petrolimex,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,439,20.0,NORMAL
KBS:UPCOM:PCF,PCF,UPCOM,CTCP Cà phê PETEC,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,440,20.0,NORMAL
KBS:UPCOM:PCG,PCG,UPCOM,CTCP Đầu tư Phát triển Gas Đô thị,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,441,20.0,NORMAL
KBS:UPCOM:PFL,PFL,UPCOM,CTCP Dầu khí Đông Đô,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,442,20.0,NORMAL
KBS:UPCOM:PHP,PHP,UPCOM,CTCP Cảng Hải Phòng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,443,20.0,NORMAL
KBS:UPCOM:PHS,PHS,UPCOM,CTCP Chứng khoán Phú Hưng,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,444,20.0,NORMAL
KBS:UPCOM:PVE,PVE,UPCOM,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,445,20.0,NORMAL
KBS:UPCOM:PVL,PVL,UPCOM,CTCP Địa ốc Dầu khí,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,446,20.0,NORMAL
KBS:UPCOM:PVX,PVX,UPCOM,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,447,20.0,NORMAL
KBS:UPCOM:PWA,PWA,UPCOM,CTCP Bất động sản Dầu khí,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,448,20.0,NORMAL
KBS:UPCOM:PWS,PWS,UPCOM,CTCP Cấp thoát nước Phú Yên,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,449,20.0,NORMAL
KBS:UPCOM:PXA,PXA,UPCOM,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,SIGNAL_UNAVAILABLE,,PROVISIONAL_CURRENT_UNIVERSE,[],CURRENT_500,,NO,PARTIAL_IDENTITY_UNRESOLVED,450,20.0,NORMAL
