security_id,ticker,exchange,candidate_source,market_feature_ready_v2,latest253_complete,trading_activity_status,tradability_eligible,historical_identity_ready,research_ready,full_history_status
KBS:HNX:DIH,DIH,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DKC,DKC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:DL1,DL1,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DLG,DLG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DLR,DLR,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DLT,DLT,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DM7,DM7,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DMC,DMC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DNA,DNA,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:DNC,DNC,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DND,DND,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DNE,DNE,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DNH,DNH,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DNL,DNL,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DNM,DNM,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:DNP,DNP,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DNT,DNT,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DNW,DNW,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DOC,DOC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DOP,DOP,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DP1,DP1,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:DP3,DP3,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DPC,DPC,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DPG,DPG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DPH,DPH,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DPP,DPP,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DQC,DQC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DRC,DRC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DRG,DRG,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DRH,DRH,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DRI,DRI,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:DS3,DS3,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DSC,DSC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DSD,DSD,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DSG,DSG,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DSN,DSN,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DSP,DSP,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:DST,DST,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DTA,DTA,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DTC,DTC,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:DTD,DTD,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DTH,DTH,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DTI,DTI,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:DTK,DTK,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DTL,DTL,HOSE,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DTP,DTP,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DTT,DTT,HOSE,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DUS,DUS,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DVC,DVC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DVG,DVG,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:DVM,DVM,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DVP,DVP,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DVW,DVW,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DWC,DWC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DWS,DWS,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DXG,DXG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DXL,DXL,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DXS,DXS,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DXV,DXV,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:E12,E12,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:E29,E29,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:EBS,EBS,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:ECI,ECI,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:EIB,EIB,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:EIC,EIC,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:EID,EID,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:EIN,EIN,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:ELC,ELC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:EMG,EMG,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:EMS,EMS,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:EVE,EVE,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:EVF,EVF,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:EVG,EVG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:EVS,EVS,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:FCC,FCC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:FCM,FCM,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:FCN,FCN,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:FCS,FCS,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:FDC,FDC,HOSE,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:FHN,FHN,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:FHS,FHS,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:FIC,FIC,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:FID,FID,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:FIR,FIR,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:FIT,FIT,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:FMC,FMC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:FOC,FOC,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:FOX,FOX,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:FPT,FPT,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:FRC,FRC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:FRM,FRM,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:FRT,FRT,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:FT1,FT1,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:FTI,FTI,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:FTM,FTM,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:FTS,FTS,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:G36,G36,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:GAS,GAS,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:GCB,GCB,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:GCF,GCF,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:GDT,GDT,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:GDW,GDW,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:GEE,GEE,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:GEG,GEG,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:GER,GER,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:GGG,GGG,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:GH3,GH3,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:GIL,GIL,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:GKM,GKM,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:GLC,GLC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:GLT,GLT,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:GMA,GMA,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:GMC,GMC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:GMD,GMD,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:GMH,GMH,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:GMX,GMX,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:GND,GND,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:GPC,GPC,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:GSM,GSM,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:GTA,GTA,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:GTD,GTD,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:GTS,GTS,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:H11,H11,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HAC,HAC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:HAD,HAD,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HAF,HAF,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:HAG,HAG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HAM,HAM,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:HAN,HAN,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HAP,HAP,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HAR,HAR,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HAS,HAS,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HAT,HAT,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:HAX,HAX,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HBC,HBC,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HBD,HBD,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HBH,HBH,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HBS,HBS,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HCC,HCC,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HCD,HCD,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HCM,HCM,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HD6,HD6,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HDA,HDA,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HDC,HDC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HDG,HDG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HDW,HDW,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:HEJ,HEJ,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HEP,HEP,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HES,HES,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:HEV,HEV,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:HGM,HGM,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HHC,HHC,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:HHG,HHG,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HHP,HHP,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HHV,HHV,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HID,HID,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HII,HII,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HJS,HJS,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HKT,HKT,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HLB,HLB,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:HLC,HLC,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:HLD,HLD,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HLS,HLS,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:HMC,HMC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HMH,HMH,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:HMR,HMR,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HND,HND,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HNF,HNF,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HNG,HNG,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HNM,HNM,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HPH,HPH,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HPT,HPT,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:HPX,HPX,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HQC,HQC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HRC,HRC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HSG,HSG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HSL,HSL,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HTC,HTC,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:HTG,HTG,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HTI,HTI,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HTL,HTL,HOSE,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:HTM,HTM,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HTN,HTN,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HTV,HTV,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HU1,HU1,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HUB,HUB,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HUT,HUT,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:HVN,HVN,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:HVT,HVT,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:HWS,HWS,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:ICG,ICG,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:ICI,ICI,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:ICN,ICN,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:ICT,ICT,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:IDC,IDC,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:IDJ,IDJ,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:IDV,IDV,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:IFS,IFS,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:IJC,IJC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:ILA,ILA,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:ILB,ILB,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:ILC,ILC,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:ILS,ILS,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:INC,INC,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:INN,INN,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:IPA,IPA,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:IST,IST,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:ITC,ITC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:ITD,ITD,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
