security_id,ticker,exchange,candidate_source,market_feature_ready_v2,latest253_complete,trading_activity_status,tradability_eligible,historical_identity_ready,research_ready,full_history_status
KBS:HNX:ATS,ATS,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:AVC,AVC,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:BAB,BAB,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:BAF,BAF,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BAL,BAL,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:BAX,BAX,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BBH,BBH,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BBM,BBM,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:BBS,BBS,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BBT,BBT,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BCA,BCA,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BCB,BCB,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:BCE,BCE,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:BCF,BCF,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:BCM,BCM,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BCP,BCP,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BDG,BDG,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BDT,BDT,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BDW,BDW,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:BED,BED,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BEL,BEL,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:BFC,BFC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BGW,BGW,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BHA,BHA,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BHC,BHC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BHG,BHG,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BHI,BHI,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BHK,BHK,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:BHN,BHN,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BHP,BHP,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:BIC,BIC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BIG,BIG,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BIO,BIO,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:BKC,BKC,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:BKG,BKG,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BLF,BLF,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BLI,BLI,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BLN,BLN,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BLT,BLT,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BMD,BMD,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BMF,BMF,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BMG,BMG,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:BMI,BMI,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BMJ,BMJ,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BMS,BMS,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BMV,BMV,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:BNA,BNA,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BNW,BNW,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:BPC,BPC,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BQB,BQB,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:BRC,BRC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BRR,BRR,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BRS,BRS,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BSD,BSD,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BSG,BSG,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BSH,BSH,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:BSI,BSI,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BSL,BSL,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BSP,BSP,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BSQ,BSQ,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:BSR,BSR,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BTB,BTB,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BTD,BTD,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BTG,BTG,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BTN,BTN,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:BTP,BTP,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:BTS,BTS,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BTU,BTU,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BTV,BTV,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:BTW,BTW,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BVG,BVG,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:BVH,BVH,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BVL,BVL,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BVN,BVN,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:BVS,BVS,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:BWA,BWA,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:BWS,BWS,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:BXH,BXH,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:C22,C22,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:C32,C32,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:C4G,C4G,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:C69,C69,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:C92,C92,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CAD,CAD,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CAG,CAG,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CAN,CAN,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:CAP,CAP,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CAR,CAR,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CAT,CAT,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CBI,CBI,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CBS,CBS,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CC1,CC1,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CCA,CCA,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:CCI,CCI,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CCL,CCL,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CCM,CCM,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CCP,CCP,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:CCR,CCR,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CCT,CCT,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CCV,CCV,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:CDC,CDC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CDN,CDN,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CDP,CDP,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CDR,CDR,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CEN,CEN,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CEO,CEO,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CET,CET,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CFM,CFM,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CFV,CFV,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CH5,CH5,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CHC,CHC,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:CHP,CHP,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CHS,CHS,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CI5,CI5,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:CIA,CIA,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CID,CID,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CIG,CIG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CII,CII,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CJC,CJC,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CK8,CK8,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CKA,CKA,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CKD,CKD,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:CKG,CKG,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CKV,CKV,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:CLC,CLC,HOSE,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:CLH,CLH,HNX,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CLM,CLM,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CLW,CLW,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CLX,CLX,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CMC,CMC,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CMD,CMD,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CMF,CMF,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CMI,CMI,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CMK,CMK,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CMM,CMM,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CMN,CMN,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CMS,CMS,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CMT,CMT,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CMV,CMV,HOSE,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CMW,CMW,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CMX,CMX,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CNC,CNC,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CNG,CNG,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CNN,CNN,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CNT,CNT,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:COM,COM,HOSE,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CPA,CPA,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:CPC,CPC,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CPI,CPI,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CQN,CQN,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CQT,CQT,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:CRC,CRC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CRE,CRE,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CSC,CSC,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CSM,CSM,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CST,CST,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CSV,CSV,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CT3,CT3,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CTB,CTB,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:CTD,CTD,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CTF,CTF,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CTI,CTI,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CTP,CTP,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CTR,CTR,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CTS,CTS,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CTT,CTT,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:CTW,CTW,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:CVN,CVN,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:CVT,CVT,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:CX8,CX8,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HNX:D11,D11,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:D2D,D2D,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:DAD,DAD,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:DAE,DAE,HNX,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DAH,DAH,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DAS,DAS,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DBC,DBC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DBD,DBD,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DBM,DBM,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DC1,DC1,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:DC2,DC2,HNX,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DC4,DC4,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DCF,DCF,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DCH,DCH,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:HOSE:DCL,DCL,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DCM,DCM,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DCR,DCR,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DCS,DCS,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DCT,DCT,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DDH,DDH,UPCOM,C5_BASELINE_500,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DDM,DDM,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DDN,DDN,UPCOM,C7_COMPLETE_EXPANSION,True,True,OBSERVED_ZERO_VOLUME,False,False,False,INCOMPLETE
KBS:UPCOM:DDV,DDV,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DFC,DFC,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DGC,DGC,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DGT,DGT,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DGW,DGW,HOSE,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DHA,DHA,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DHB,DHB,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HOSE:DHC,DHC,HOSE,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DHD,DHD,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DHN,DHN,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:HNX:DHP,DHP,HNX,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DIC,DIC,UPCOM,C7_COMPLETE_EXPANSION,True,True,ACTIVE,True,False,False,INCOMPLETE
KBS:UPCOM:DID,DID,UPCOM,C5_BASELINE_500,True,True,ACTIVE,True,False,False,INCOMPLETE
