security_id,ticker,exchange,history_policy,estimated_sessions,estimated_pages,estimated_requests,estimate_basis
KBS:HNX:SDC,SDC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SDG,SDG,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SDN,SDN,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SDU,SDU,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SFN,SFN,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SGC,SGC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SGH,SGH,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SHE,SHE,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SHN,SHN,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SHS,SHS,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SJ1,SJ1,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SMN,SMN,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SMT,SMT,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SPC,SPC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SRA,SRA,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SSM,SSM,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:STC,STC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:SZB,SZB,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TA9,TA9,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TD6,TD6,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TET,TET,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TFC,TFC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:THB,THB,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:THD,THD,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:THS,THS,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TJC,TJC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TMB,TMB,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TMC,TMC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TOT,TOT,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TPP,TPP,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TSB,TSB,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TTC,TTC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TTL,TTL,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TV4,TV4,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TVC,TVC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TVD,TVD,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:TXM,TXM,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VBC,VBC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VC1,VC1,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VC2,VC2,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VC3,VC3,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VC6,VC6,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VCC,VCC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VCM,VCM,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VDL,VDL,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VE1,VE1,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VE4,VE4,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VGS,VGS,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VHL,VHL,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VIF,VIF,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VIT,VIT,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VLA,VLA,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VMS,VMS,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VNC,VNC,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VNF,VNF,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VNR,VNR,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VSM,VSM,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:VTJ,VTJ,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:HNX:WCS,WCS,HNX,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AAH,AAH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ABB,ABB,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ABC,ABC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ACE,ACE,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ACM,ACM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AGF,AGF,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AGM,AGM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AGP,AGP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AIG,AIG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ALC,ALC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AMP,AMP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AMS,AMS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ANI,ANI,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:APC,APC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:APF,APF,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:APL,APL,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:APP,APP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:APT,APT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ART,ART,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:ATA,ATA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AVC,AVC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:AVG,AVG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BAL,BAL,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BBH,BBH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BBM,BBM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BBT,BBT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BCA,BCA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BCB,BCB,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BCP,BCP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BCV,BCV,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BDG,BDG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BDT,BDT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BDW,BDW,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BEL,BEL,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BGE,BGE,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BGW,BGW,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BHA,BHA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BHC,BHC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BHG,BHG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BHH,BHH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BHI,BHI,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BHK,BHK,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BLF,BLF,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BLI,BLI,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BLT,BLT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BMD,BMD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BMG,BMG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BMJ,BMJ,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BMK,BMK,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BMS,BMS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BNW,BNW,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BOT,BOT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BQB,BQB,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BQP,BQP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BRR,BRR,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BSA,BSA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BSD,BSD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BSG,BSG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BT1,BT1,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BT6,BT6,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BTB,BTB,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BTD,BTD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BTG,BTG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BTH,BTH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BTN,BTN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BTV,BTV,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BVL,BVL,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BVN,BVN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BWA,BWA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:BWS,BWS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:C22,C22,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CAD,CAD,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CCA,CCA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CCM,CCM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CCP,CCP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CCS,CCS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CCT,CCT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CCV,CCV,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CDG,CDG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CDO,CDO,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CDP,CDP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CEN,CEN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CFM,CFM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CFV,CFV,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CGV,CGV,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CH5,CH5,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CHC,CHC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CIP,CIP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CK8,CK8,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CLI,CLI,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CMK,CMK,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CMM,CMM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CMN,CMN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CMP,CMP,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CMT,CMT,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CMW,CMW,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CNA,CNA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CPA,CPA,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CPH,CPH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CQN,CQN,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CSI,CSI,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CT3,CT3,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CT6,CT6,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:CTX,CTX,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DAC,DAC,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DAG,DAG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DAS,DAS,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DBM,DBM,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DCF,DCF,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DCG,DCG,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DCH,DCH,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
KBS:UPCOM:DCR,DCR,UPCOM,BASE_2020,1696,58,58,BASE_2020_252_SESSIONS_PER_YEAR_PLUS_ONE_OVERLAP_PAGE
