benchmark_return,cash_fraction,cost,date,drawdown,gross_nav,gross_return,net_nav,net_return,turnover,weights
0.0,0.0,0.0014977533699450825,2024-02-01,-0.0014977533699450651,1.0,0.0,0.9985022466300549,-0.0014977533699450651,0.9985022466300549,"{""PILOT-VINH-HOAN-COMMON"": 0.3333333333333333, ""VN000000MWG0"": 0.3333333333333333, ""VN000000SSI1"": 0.3333333333333333}"
-0.0004006751803038444,0.0,0.0,2024-02-02,0.0,1.0142321800709406,0.014232180070940625,1.0127131104053329,0.014232180070940847,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.3327321957333218, ""VN000000MWG0"": 0.3371950457390197, ""VN000000SSI1"": 0.33007275852765844}"
0.011521896720822156,0.0,0.0,2024-02-05,0.0,1.0162033702852127,0.0019435295517187257,1.0146813482628187,0.0019435295517189477,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.3325953308235639, ""VN000000MWG0"": 0.3365409684215284, ""VN000000SSI1"": 0.3308637007549077}"
0.0020403689526669044,0.0,0.0,2024-02-06,-0.0013612807128693394,1.0148200322368908,-0.0013612807128692284,1.0133000821137204,-0.0013612807128693394,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.33406720116474775, ""VN000000MWG0"": 0.3341574288045612, ""VN000000SSI1"": 0.33177537003069096}"
0.008456179321486124,0.0,0.0,2024-02-07,-0.0022284552759941345,1.0139388065232178,-0.000868356640271073,1.0124201762588296,-0.000868356640271073,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.33537692550953435, ""VN000000MWG0"": 0.33160308771215474, ""VN000000SSI1"": 0.3330199867783109}"
0.00331239101232339,0.0,0.0,2024-02-15,-0.007558790015057548,1.008522102396633,-0.005342239681266792,1.0070115850191046,-0.005342239681266792,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.3371782123351297, ""VN000000MWG0"": 0.3280131730197725, ""VN000000SSI1"": 0.33480861464509787}"
0.0059875259875259434,0.0,0.0,2024-02-16,-0.0007362507146889685,1.015455189827571,0.006874502219100798,1.0139342883949787,0.006874502219100798,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.339456478070483, ""VN000000MWG0"": 0.3289756742462292, ""VN000000SSI1"": 0.33156784768328784}"
0.012622964371331813,0.0,0.0,2024-02-19,0.0,1.022596290442721,0.00703241333215554,1.021064693402617,0.00703241333215554,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.33864889757894556, ""VN000000MWG0"": 0.3302023515995569, ""VN000000SSI1"": 0.3311487508214976}"
0.0041552038009093906,0.0,0.0,2024-02-20,-0.003757745278955116,1.0187536340600327,-0.003757745278955338,1.0172277923714756,-0.003757745278955116,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.3352195826473434, ""VN000000MWG0"": 0.3314478481862988, ""VN000000SSI1"": 0.33333256916635784}"
-1.62593694615909e-05,0.0,0.0,2024-02-21,-0.014064490118794404,1.0082139950202735,-0.010345621048492015,1.0067039391116062,-0.010345621048492126,0.0,"{""PILOT-VINH-HOAN-COMMON"": 0.33661017003774824, ""VN000000MWG0"": 0.3299042708717787, ""VN000000SSI1"": 0.33348555909047317}"
