snapshot_date,security_id,candidate_source,market_experiment_eligible
2026-08-28,KBS:HOSE:HTI,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:HTL,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:HTN,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:HTV,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:HU1,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:HUB,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:HVN,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:ICT,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:IJC,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:ILB,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:ITC,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:ITD,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:JVC,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:KBC,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:KDC,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:KDH,C5_BASELINE_500,True
2026-08-28,KBS:HOSE:KHG,C7_COMPLETE_EXPANSION,True
2026-08-28,KBS:HOSE:KHP,C5_BASELINE_500,True
