ari,centroid_drift,cluster_size_change,entered,exited,from_date,mapping,membership_turnover,migration_rate,n_common,nmi,persistence_probability,to_date,transitions
0.5890410958904109,"{""0"": {""mom_63"": 0.03249571119150582, ""ram_63"": 0.14317050795581754, ""vol_63"": 0.006880566055607551}, ""1"": {""mom_63"": -0.07308940870205327, ""ram_63"": -0.6838547098598047, ""vol_63"": -0.009283583256115072}, ""2"": {""mom_63"": 0.008036564727620904, ""ram_63"": 0.1800434936331708, ""vol_63"": 0.05020889655398142}}","{""0"": 0.0, ""1"": 0.19999999999999998, ""2"": -0.2}",[],[],2024-11-29,"{""0"": 0, ""1"": 2, ""2"": 1}",0.2,0.2,10,0.7404549107367691,0.8,2024-12-31,"[{""count"": 4, ""denominator"": 4, ""from_cluster"": 0, ""rate"": 1.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 5, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 5, ""from_cluster"": 1, ""rate"": 0.6, ""to_cluster"": 1}, {""count"": 2, ""denominator"": 5, ""from_cluster"": 1, ""rate"": 0.4, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 2}]"
0.411764705882353,"{""0"": {""mom_63"": 0.055611021317303, ""ram_63"": 0.2858448106189977, ""vol_63"": 0.010590189231019481}, ""1"": {""mom_63"": 0.090520356356385, ""ram_63"": 0.4595517181131078, ""vol_63"": -0.0002748308906659058}, ""2"": {""mom_63"": 0.022225038989060773, ""ram_63"": 0.18351194518712055, ""vol_63"": -0.004025748794790007}}","{""0"": 0.3, ""1"": -0.30000000000000004, ""2"": 0.0}",[],[],2024-12-31,"{""0"": 2, ""1"": 0, ""2"": 1}",0.3,0.3,10,0.6774674721251188,0.7,2025-01-24,"[{""count"": 1, ""denominator"": 4, ""from_cluster"": 0, ""rate"": 0.25, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 3, ""denominator"": 4, ""from_cluster"": 0, ""rate"": 0.75, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 1.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 3, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 2}]"
0.17475728155339804,"{""0"": {""mom_63"": 0.011490091228192091, ""ram_63"": 0.15458431175497808, ""vol_63"": 0.018404617483784094}, ""1"": {""mom_63"": -0.07247538152314342, ""ram_63"": -0.40483792135753627, ""vol_63"": 0.02778297837525992}, ""2"": {""mom_63"": 0.06120101436902778, ""ram_63"": 0.30485550300839803, ""vol_63"": -0.03982383885260607}}","{""0"": -0.09999999999999998, ""1"": 0.30000000000000004, ""2"": -0.19999999999999996}",[],[],2025-01-24,"{""0"": 2, ""1"": 1, ""2"": 0}",0.4,0.4,10,0.45889234975519505,0.6,2025-02-28,"[{""count"": 3, ""denominator"": 6, ""from_cluster"": 0, ""rate"": 0.5, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 6, ""from_cluster"": 0, ""rate"": 0.5, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 6, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 1.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 0.3333333333333333, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 2, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 0.6666666666666666, ""to_cluster"": 2}]"
0.16974169741697415,"{""0"": {""mom_63"": -0.16652765283113974, ""ram_63"": -0.7778325211863045, ""vol_63"": 0.03310102033814355}, ""1"": {""mom_63"": -0.06293190462866308, ""ram_63"": -0.2815005756747876, ""vol_63"": -0.010717631125052501}, ""2"": {""mom_63"": 0.011576881638119374, ""ram_63"": 0.10459647029047851, ""vol_63"": 0.011719352061190888}}","{""0"": -0.10000000000000003, ""1"": 0.0, ""2"": 0.09999999999999998}",[],[],2025-02-28,"{""0"": 2, ""1"": 1, ""2"": 0}",0.3,0.3,10,0.41801791120914406,0.7,2025-03-31,"[{""count"": 2, ""denominator"": 2, ""from_cluster"": 0, ""rate"": 1.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.75, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.25, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.25, ""to_cluster"": 0}, {""count"": 1, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.25, ""to_cluster"": 1}, {""count"": 2, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.5, ""to_cluster"": 2}]"
0.6590909090909091,"{""0"": {""mom_63"": 0.02240878364798509, ""ram_63"": 0.04984175880296236, ""vol_63"": 0.16601004698101385}, ""1"": {""mom_63"": -0.11257251453614778, ""ram_63"": 0.0636908738577141, ""vol_63"": 0.22792196544888826}, ""2"": {""mom_63"": -0.06755227633619929, ""ram_63"": -0.137781826442974, ""vol_63"": 0.21513958941998804}}","{""0"": -0.10000000000000003, ""1"": 0.0, ""2"": 0.10000000000000003}",[],[],2025-03-31,"{""0"": 1, ""1"": 0, ""2"": 2}",0.1,0.1,10,0.7934300092382585,0.9,2025-04-29,"[{""count"": 3, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 1.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.75, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.25, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 3, ""denominator"": 3, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 2}]"
0.6762589928057554,"{""0"": {""mom_63"": -0.0020120405628905325, ""ram_63"": -0.00838534395209345, ""vol_63"": 0.0020604460742948416}, ""1"": {""mom_63"": 0.058278266758499064, ""ram_63"": 0.1686999112696529, ""vol_63"": 0.03633349218037668}, ""2"": {""mom_63"": -0.009307656290299081, ""ram_63"": -0.03050375451325847, ""vol_63"": -0.013704221173883702}}","{""0"": 0.09999999999999998, ""1"": 0.0, ""2"": -0.09999999999999998}",[],[],2025-04-29,"{""0"": 2, ""1"": 1, ""2"": 0}",0.1,0.1,10,0.7917656700291276,0.9,2025-05-30,"[{""count"": 2, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 0.6666666666666666, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 0.3333333333333333, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 1.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 4, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 2}]"
0.3778801843317972,"{""0"": {""mom_63"": 0.03226229765897617, ""ram_63"": 0.08863470679749004, ""vol_63"": 0.027464911349326993}, ""1"": {""mom_63"": 0.025546171901908374, ""ram_63"": 0.07669415542186889, ""vol_63"": 0.0044505095010715645}, ""2"": {""mom_63"": 0.17407831252420114, ""ram_63"": 0.36830689987837095, ""vol_63"": 0.09724245849978796}}","{""0"": 0.09999999999999998, ""1"": 0.0, ""2"": -0.09999999999999998}",[],[],2025-05-30,"{""0"": 2, ""1"": 0, ""2"": 1}",0.2,0.2,10,0.5715493897152122,0.8,2025-06-30,"[{""count"": 4, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.8, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.2, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 0.3333333333333333, ""to_cluster"": 0}, {""count"": 2, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 0.6666666666666666, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 2, ""denominator"": 2, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 2}]"
0.28286852589641437,"{""0"": {""mom_63"": 0.2531694557971613, ""ram_63"": 0.6221844220909665, ""vol_63"": -0.19245096025736363}, ""1"": {""mom_63"": 0.4254990078636646, ""ram_63"": 1.3635953493230926, ""vol_63"": -0.07899262599580259}, ""2"": {""mom_63"": 0.16540476583643654, ""ram_63"": 0.6678708311288932, ""vol_63"": -0.13270021378095043}}","{""0"": 0.0, ""1"": -0.19999999999999998, ""2"": 0.19999999999999996}",[],[],2025-06-30,"{""0"": 2, ""1"": 0, ""2"": 1}",0.4,0.4,10,0.602376090168738,0.6,2025-07-31,"[{""count"": 0, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 1.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 3, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 5, ""from_cluster"": 1, ""rate"": 0.2, ""to_cluster"": 0}, {""count"": 4, ""denominator"": 5, ""from_cluster"": 1, ""rate"": 0.8, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 5, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 2, ""denominator"": 2, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 2}]"
0.19483101391650104,"{""0"": {""mom_63"": -0.19018730285888671, ""ram_63"": -0.46232778838326516, ""vol_63"": -0.08552842744301992}, ""1"": {""mom_63"": 0.24193072903146606, ""ram_63"": 0.35312635450691876, ""vol_63"": 0.0695279517795025}, ""2"": {""mom_63"": 0.09707152616523602, ""ram_63"": 0.29101351828660915, ""vol_63"": 0.030869804552170088}}","{""0"": 0.3, ""1"": 0.0, ""2"": -0.29999999999999993}",[],[],2025-07-31,"{""0"": 0, ""1"": 1, ""2"": 2}",0.3,0.3,10,0.5332586895550412,0.7,2025-08-29,"[{""count"": 2, ""denominator"": 2, ""from_cluster"": 0, ""rate"": 1.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 2, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 1.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 3, ""denominator"": 7, ""from_cluster"": 2, ""rate"": 0.42857142857142855, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 7, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 4, ""denominator"": 7, ""from_cluster"": 2, ""rate"": 0.5714285714285714, ""to_cluster"": 2}]"
0.1271551724137931,"{""0"": {""mom_63"": -0.10201501020630153, ""ram_63"": -0.46874687098193574, ""vol_63"": 0.07336715135566535}, ""1"": {""mom_63"": -0.06723091865421535, ""ram_63"": -0.24216068680413677, ""vol_63"": -0.09193901693385703}, ""2"": {""mom_63"": -0.10553207588780711, ""ram_63"": -0.39669847792560664, ""vol_63"": 0.033204572142184086}}","{""0"": 0.09999999999999998, ""1"": -0.09999999999999998, ""2"": 0.0}",[],[],2025-08-29,"{""0"": 2, ""1"": 0, ""2"": 1}",0.3,0.3,10,0.40484353827538866,0.7,2025-09-30,"[{""count"": 3, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.6, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 2, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.4, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 1.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.25, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 3, ""denominator"": 4, ""from_cluster"": 2, ""rate"": 0.75, ""to_cluster"": 2}]"
0.32112068965517243,"{""0"": {""mom_63"": -0.35005055586729705, ""ram_63"": -0.7051578562374226, ""vol_63"": -0.06953513041463377}, ""1"": {""mom_63"": -0.06412504305773191, ""ram_63"": -0.2198647345873499, ""vol_63"": 0.05999253517296943}, ""2"": {""mom_63"": 0.019467530242899277, ""ram_63"": 0.08883990004074166, ""vol_63"": 0.04759664886494952}}","{""0"": 0.0, ""1"": -0.09999999999999998, ""2"": 0.09999999999999998}",[],[],2025-09-30,"{""0"": 2, ""1"": 0, ""2"": 1}",0.3,0.3,10,0.49633107611117816,0.7,2025-10-31,"[{""count"": 3, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.6, ""to_cluster"": 0}, {""count"": 1, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.2, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 5, ""from_cluster"": 0, ""rate"": 0.2, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 4, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 1.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 2}]"
-0.07933579335793359,"{""0"": {""mom_63"": 0.02477648426919109, ""ram_63"": 0.08383896668485649, ""vol_63"": 0.039749675287450104}, ""1"": {""mom_63"": -0.24492557811266777, ""ram_63"": -0.6087581561317977, ""vol_63"": 0.02622052504035688}, ""2"": {""mom_63"": -0.42470710856664196, ""ram_63"": -1.5501347766049458, ""vol_63"": -0.15293763205155164}}","{""0"": 0.30000000000000004, ""1"": -0.30000000000000004, ""2"": 0.0}",[],[],2025-10-31,"{""0"": 2, ""1"": 1, ""2"": 0}",0.5,0.5,10,0.2071519659431548,0.5,2025-11-28,"[{""count"": 0, ""denominator"": 1, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 0, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 0, ""rate"": 1.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 1, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.25, ""to_cluster"": 1}, {""count"": 3, ""denominator"": 4, ""from_cluster"": 1, ""rate"": 0.75, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 5, ""from_cluster"": 2, ""rate"": 0.2, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 5, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 4, ""denominator"": 5, ""from_cluster"": 2, ""rate"": 0.8, ""to_cluster"": 2}]"
0.023508137432188124,"{""0"": {""mom_63"": -0.027122435349068653, ""ram_63"": -0.06805801415880781, ""vol_63"": 0.02287126121665939}, ""1"": {""mom_63"": 0.3754170762193494, ""ram_63"": 1.0047454444375448, ""vol_63"": -0.06667552828742696}, ""2"": {""mom_63"": 0.09667346285228123, ""ram_63"": 0.45183582523682386, ""vol_63"": -0.018173264598568606}}","{""0"": -0.30000000000000004, ""1"": 0.19999999999999998, ""2"": 0.1}",[],[],2025-11-28,"{""0"": 0, ""1"": 1, ""2"": 2}",0.5,0.5,10,0.2998783241944386,0.5,2025-12-31,"[{""count"": 4, ""denominator"": 8, ""from_cluster"": 0, ""rate"": 0.5, ""to_cluster"": 0}, {""count"": 3, ""denominator"": 8, ""from_cluster"": 0, ""rate"": 0.375, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 8, ""from_cluster"": 0, ""rate"": 0.125, ""to_cluster"": 2}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 1.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 1, ""rate"": 0.0, ""to_cluster"": 2}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 0}, {""count"": 0, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 0.0, ""to_cluster"": 1}, {""count"": 1, ""denominator"": 1, ""from_cluster"": 2, ""rate"": 1.0, ""to_cluster"": 2}]"
